url_length,num_dots,num_special_chars,uses_http,has_ip,has_at_symbol,has_hyphen,is_shortened,num_subdomains,is_phishing
32,3,5,1,1,0,0,0,0,1
81,5,7,1,0,0,1,0,3,1
76,6,5,1,0,0,1,0,4,1
70,5,5,1,0,0,1,0,4,1
63,4,5,1,0,0,1,0,3,1
66,5,5,1,0,0,1,0,4,1
64,4,6,1,0,0,1,0,3,1
66,5,5,1,0,0,1,0,4,1
70,5,5,1,0,0,1,0,4,1
60,4,6,1,0,0,1,0,3,1
58,4,5,1,0,0,1,0,3,1
46,1,7,1,0,0,1,0,0,1
48,1,6,1,0,0,1,1,0,1
42,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
43,1,7,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
43,1,7,1,0,0,1,0,0,1
40,1,6,1,0,0,1,1,0,1
48,1,6,1,0,0,1,0,0,1
34,1,5,1,0,0,0,0,0,1
35,1,5,1,0,0,0,0,0,1
38,1,5,1,0,0,0,0,0,1
36,1,5,1,0,0,0,0,0,1
37,1,5,1,0,0,0,0,0,1
36,1,5,1,0,0,0,0,0,1
35,1,5,1,0,0,0,0,0,1
35,1,5,1,0,0,0,0,0,1
37,1,5,1,0,0,0,0,0,1
33,1,5,1,0,0,0,0,0,1
41,1,6,1,0,0,0,0,0,1
39,1,7,1,0,0,1,0,0,1
44,1,8,1,0,0,1,0,0,1
41,1,7,1,0,0,1,0,0,1
37,1,7,1,0,0,1,0,0,1
44,1,7,1,0,0,1,0,0,1
40,1,7,1,0,0,1,0,0,1
41,1,7,1,0,0,1,0,0,1
48,1,7,1,0,0,1,0,0,1
41,1,7,1,0,0,1,0,0,1
30,1,7,1,0,0,1,0,0,1
30,1,7,1,0,0,1,0,0,1
31,1,7,1,0,0,1,0,0,1
31,1,7,1,0,0,1,0,0,1
33,1,7,1,0,0,1,0,0,1
31,1,7,1,0,0,1,0,0,1
30,1,7,1,0,0,1,0,0,1
28,1,7,1,0,0,1,0,0,1
33,1,7,1,0,0,1,0,0,1
33,1,7,1,0,0,1,0,0,1
44,1,7,1,0,0,1,0,0,1
40,1,7,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
37,1,5,1,0,0,1,0,0,1
33,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
41,1,5,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
31,1,6,1,0,0,1,0,0,1
36,1,5,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
34,1,6,1,0,0,1,0,0,1
33,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
34,1,6,1,0,0,1,0,0,1
35,1,5,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
35,1,6,1,0,0,1,0,0,1
36,1,5,1,0,0,1,0,0,1
39,1,5,1,0,0,1,0,0,1
38,1,6,1,0,0,1,1,0,1
41,1,6,1,0,0,1,0,0,1
39,1,5,1,0,0,1,0,0,1
34,1,5,1,0,0,1,0,0,1
35,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
47,1,7,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,1,0,1
44,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
32,1,5,1,0,0,0,0,0,1
31,1,5,1,0,0,1,0,0,1
32,1,5,1,0,0,1,0,0,1
32,1,5,1,0,0,1,0,0,1
34,1,5,1,0,0,1,1,0,1
36,1,5,1,0,0,1,0,0,1
32,1,5,1,0,0,1,1,0,1
35,1,5,1,0,0,1,0,0,1
33,1,6,1,0,0,1,0,0,1
35,1,5,1,0,0,1,0,0,1
46,3,5,1,0,0,1,0,2,1
50,3,5,1,0,0,1,0,2,1
41,3,5,1,0,0,1,0,2,1
48,3,5,1,0,0,1,0,2,1
45,4,5,1,0,0,1,0,3,1
51,4,5,1,0,0,1,0,3,1
47,3,5,1,0,0,1,0,2,1
44,3,5,1,0,0,1,0,2,1
47,3,5,1,0,0,1,0,2,1
55,4,5,1,0,0,1,0,3,1
40,1,6,1,0,0,1,1,0,1
39,1,6,1,0,0,1,0,0,1
52,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
49,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,1,0,1
31,1,5,1,0,0,1,0,0,1
33,1,5,1,0,0,1,0,0,1
31,1,5,1,0,0,1,0,0,1
32,1,5,1,0,0,1,0,0,1
36,1,5,1,0,0,1,0,0,1
35,1,5,1,0,0,1,0,0,1
36,1,5,1,0,0,1,0,0,1
33,1,5,1,0,0,1,0,0,1
37,1,5,1,0,0,1,0,0,1
33,1,5,1,0,0,1,0,0,1
68,6,5,1,0,0,1,0,5,1
70,6,5,1,0,0,1,0,5,1
67,7,5,1,0,0,1,0,6,1
72,6,5,1,0,0,1,0,5,1
66,6,5,1,0,0,1,0,5,1
72,6,5,1,0,0,1,0,5,1
74,6,5,1,0,0,1,0,5,1
66,6,5,1,0,0,1,0,5,1
69,6,5,1,0,0,1,0,5,1
70,6,5,1,0,0,1,0,5,1
36,1,6,1,0,0,1,0,0,1
37,1,5,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
35,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
34,2,5,1,0,0,1,0,0,1
36,2,5,1,0,0,1,0,0,1
36,2,5,1,0,0,1,0,0,1
36,2,5,1,0,0,1,1,0,1
37,2,5,1,0,0,1,0,0,1
39,2,5,1,0,0,1,0,0,1
36,2,5,1,0,0,1,0,0,1
40,2,5,1,0,0,1,0,0,1
35,2,5,1,0,0,1,0,0,1
34,2,5,1,0,0,1,0,0,1
46,3,6,1,0,0,1,0,0,1
42,2,6,1,0,0,1,0,0,1
43,2,6,1,0,0,1,0,0,1
49,3,6,1,0,0,1,0,0,1
47,3,6,1,0,0,1,0,0,1
41,3,6,1,0,0,1,0,0,1
44,2,6,1,0,0,1,0,0,1
48,3,6,1,0,0,1,1,0,1
47,2,6,1,0,0,1,0,0,1
42,2,6,1,0,0,1,0,0,1
33,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
38,1,7,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
35,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
34,2,7,1,0,0,1,0,1,1
34,2,7,1,0,0,1,0,1,1
34,2,7,1,0,0,1,0,1,1
32,1,7,1,0,0,1,0,0,1
31,1,7,1,0,0,1,0,0,1
34,1,7,1,0,0,1,0,0,1
33,1,7,1,0,0,1,0,0,1
34,1,7,1,0,0,1,0,0,1
32,1,7,1,0,0,1,0,0,1
32,1,7,1,0,0,1,0,0,1
65,2,9,1,0,0,1,0,0,1
66,2,9,1,0,0,1,0,0,1
63,2,9,1,0,0,1,0,0,1
61,2,9,1,0,0,1,0,0,1
62,2,9,1,0,0,1,0,0,1
63,2,9,1,0,0,1,0,0,1
64,2,9,1,0,0,1,1,0,1
64,2,9,1,0,0,1,0,0,1
68,2,9,1,0,0,1,0,0,1
59,2,9,1,0,0,1,0,0,1
48,1,7,1,0,0,1,0,0,1
48,1,7,1,0,0,1,0,0,1
46,1,7,1,0,0,1,0,0,1
53,1,7,1,0,0,1,0,0,1
46,1,7,1,0,0,1,0,0,1
49,1,7,1,0,0,1,0,0,1
45,1,7,1,0,0,1,0,0,1
50,1,7,1,0,0,1,0,0,1
49,1,7,1,0,0,1,0,0,1
50,1,7,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
48,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
40,1,7,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
46,1,7,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
40,1,5,1,0,0,1,0,0,1
48,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,1,0,1
39,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,1,0,1
39,1,6,1,0,0,1,0,0,1
44,1,7,1,0,0,1,0,0,1
40,1,7,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
49,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,1,0,1
42,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
34,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
50,1,6,1,0,0,1,1,0,1
39,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
49,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
47,1,7,1,0,0,1,0,0,1
46,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
44,1,7,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
41,1,7,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,1,0,1
36,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,1,0,1
32,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,1,0,1
39,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,1,0,1
42,1,6,1,0,0,1,0,0,1
39,1,7,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
47,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,1,0,1
39,1,6,1,0,0,1,0,0,1
43,1,7,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
50,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
43,1,7,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
35,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
44,1,7,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
40,1,7,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
42,1,7,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
32,1,5,1,0,0,1,1,0,1
32,1,5,1,0,0,0,0,0,1
33,1,5,1,0,0,1,0,0,1
33,1,5,1,0,0,1,0,0,1
31,1,5,1,0,0,1,0,0,1
34,1,5,1,0,0,1,0,0,1
33,1,5,1,0,0,1,0,0,1
32,1,5,1,0,0,1,1,0,1
33,1,5,1,0,0,1,0,0,1
34,1,5,1,0,0,1,0,0,1
42,1,7,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,1,0,1
43,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
48,1,7,1,0,0,1,0,0,1
50,4,6,1,0,0,1,0,0,1
48,2,7,1,0,0,1,0,0,1
42,2,7,1,0,0,1,0,0,1
55,4,6,1,0,0,1,0,0,1
65,3,9,1,0,0,1,1,0,1
54,3,6,1,0,0,1,0,0,1
55,3,7,1,0,0,1,0,0,1
62,3,8,1,0,0,1,0,0,1
49,3,7,1,0,0,1,0,0,1
47,2,7,1,0,0,1,0,0,1
71,2,10,1,0,0,1,0,0,1
76,2,10,1,0,0,1,0,0,1
81,2,10,1,0,0,1,0,0,1
64,2,9,1,0,0,1,1,0,1
76,2,10,1,0,0,1,0,0,1
69,2,10,1,0,0,1,0,0,1
77,2,10,1,0,0,1,0,0,1
75,2,10,1,0,0,1,0,0,1
68,2,10,1,0,0,1,0,0,1
75,2,10,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
37,1,5,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,1,0,1
38,1,5,1,0,0,1,0,0,1
39,1,6,1,0,0,1,1,0,1
35,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,1,0,1
40,1,6,1,0,0,1,0,0,1
41,1,5,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
38,1,5,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
37,1,5,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,1,0,1
40,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,1,0,1
42,1,6,1,0,0,1,0,0,1
38,1,5,1,0,0,1,0,0,1
34,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,1,0,1
40,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,1,0,1
39,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
44,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
35,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,1,0,1
38,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
42,1,7,1,0,0,1,0,0,1
34,1,6,1,0,0,1,1,0,1
41,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,1,0,1
38,1,6,1,0,0,1,0,0,1
34,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
35,1,5,1,0,0,1,1,0,1
37,1,6,1,0,0,1,1,0,1
38,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
35,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
36,1,5,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
43,1,7,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
34,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
39,1,5,1,0,0,1,0,0,1
45,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,1,0,1
48,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
36,1,5,1,0,0,1,0,0,1
33,1,5,1,0,0,1,1,0,1
35,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
40,1,5,1,0,0,1,0,0,1
40,1,5,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
43,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
39,1,5,1,0,0,1,0,0,1
36,1,5,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
40,1,6,1,0,0,1,0,0,1
41,1,6,1,0,0,1,0,0,1
46,2,6,1,0,0,1,0,0,1
40,2,6,1,0,0,1,0,0,1
40,2,6,1,0,0,1,0,0,1
45,2,6,1,0,0,1,0,0,1
35,2,6,1,0,0,1,0,0,1
45,2,6,1,0,0,1,0,0,1
39,2,6,1,0,0,1,0,0,1
43,2,6,1,0,0,1,0,0,1
43,2,6,1,0,0,1,0,0,1
40,2,6,1,0,0,1,0,0,1
42,1,7,1,0,0,1,1,0,1
42,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
36,1,6,1,0,0,1,0,0,1
37,1,6,1,0,0,1,0,0,1
34,1,6,1,0,0,1,1,0,1
41,1,6,1,0,0,1,0,0,1
37,1,5,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
38,1,6,1,0,0,1,0,0,1
39,1,6,1,0,0,1,0,0,1
42,1,6,1,0,0,1,0,0,1
