url_length,num_dots,has_https,has_at_symbol,has_ip,domain_length,has_hyphen,subdomain_count,suspicious_tld,url_shortener,special_char_ratio,suspicious_keywords,brand_keywords,is_phishing
46,2,1,0,0,37,1,1,0,0,0.15217391304347827,0,0,1
31,1,1,0,0,22,1,0,0,0,0.16129032258064516,0,0,1
29,1,1,0,0,20,1,0,0,0,0.1724137931034483,0,0,1
36,2,1,0,0,28,0,1,0,0,0.08333333333333333,0,0,1
32,1,1,0,0,19,1,0,0,0,0.21875,0,0,1
25,3,1,0,0,17,0,2,0,0,0.12,0,0,1
31,1,1,0,0,22,1,0,0,0,0.16129032258064516,0,0,1
37,4,1,0,0,13,0,0,0,0,0.13513513513513514,0,0,1
35,3,1,0,0,20,0,2,0,0,0.14285714285714285,1,0,1
172,2,1,0,0,41,1,1,0,0,0.06395348837209303,0,0,1
53,3,1,1,0,11,0,0,0,1,0.11320754716981132,0,0,1
26,1,1,0,0,10,0,0,0,0,0.15384615384615385,0,0,1
44,3,0,0,0,28,1,1,0,0,0.13636363636363635,0,0,1
43,2,0,0,0,36,0,1,0,0,0.06976744186046512,0,0,1
232,1,1,0,0,16,1,0,0,0,0.03879310344827586,0,0,1
27,2,1,0,0,9,0,0,0,0,0.14814814814814814,0,0,1
21,1,0,0,0,13,0,0,0,0,0.19047619047619047,0,0,1
36,2,1,0,0,27,1,1,0,0,0.16666666666666666,0,0,1
35,2,1,0,0,15,0,0,0,0,0.11428571428571428,0,0,1
22,1,1,0,0,11,0,0,0,0,0.18181818181818182,0,0,1
44,2,1,0,0,27,1,1,0,0,0.13636363636363635,0,0,1
28,2,1,0,0,20,0,1,0,0,0.10714285714285714,0,0,1
22,1,1,0,0,14,0,0,0,0,0.13636363636363635,0,0,1
27,1,1,0,0,13,0,0,0,0,0.14814814814814814,1,0,1
21,1,1,0,0,13,0,0,0,0,0.14285714285714285,0,0,1
51,2,0,0,0,33,1,1,0,0,0.13725490196078433,0,0,1
36,2,1,0,0,28,0,1,0,0,0.08333333333333333,0,0,1
32,2,1,0,0,24,0,1,0,0,0.09375,0,0,1
35,2,1,0,0,26,1,1,0,0,0.14285714285714285,0,0,1
71,2,1,0,0,62,0,1,0,0,0.056338028169014086,1,0,1
39,2,1,0,0,17,0,1,0,0,0.15384615384615385,1,0,1
21,1,1,0,0,12,1,0,0,0,0.23809523809523808,0,0,1
25,2,1,0,0,16,0,1,0,0,0.16,0,0,1
33,2,1,0,0,24,0,1,0,0,0.12121212121212122,0,0,1
26,2,1,0,0,17,0,1,0,0,0.15384615384615385,0,0,1
40,2,1,0,0,31,1,1,0,0,0.125,0,0,1
35,2,1,0,0,26,0,1,0,0,0.11428571428571428,0,0,1
23,2,1,0,0,14,0,1,0,0,0.17391304347826086,0,0,1
37,2,1,0,0,28,1,1,0,0,0.16216216216216217,0,0,1
33,2,1,0,0,24,1,1,0,0,0.18181818181818182,0,0,1
36,1,1,0,0,18,1,0,0,0,0.2222222222222222,0,0,1
32,2,1,0,0,15,1,0,0,0,0.15625,0,0,1
101,4,1,0,0,13,0,0,0,0,0.1485148514851485,0,0,1
22,1,1,0,0,13,1,0,0,0,0.22727272727272727,0,0,1
18,1,1,0,0,9,0,0,0,0,0.2222222222222222,0,0,1
78,4,1,1,0,18,0,2,0,0,0.1282051282051282,2,0,1
26,1,1,0,0,17,0,0,0,0,0.15384615384615385,0,0,1
37,1,1,0,0,14,0,0,0,0,0.13513513513513514,0,0,1
37,2,1,0,0,28,1,1,0,0,0.16216216216216217,0,0,1
23,1,1,0,0,14,0,0,0,0,0.17391304347826086,0,0,1
28,2,0,0,0,11,0,0,0,0,0.14285714285714285,1,0,1
25,1,0,0,0,12,0,0,0,0,0.16,1,0,1
32,1,0,0,0,10,0,0,0,0,0.15625,2,0,1
27,1,0,0,0,9,0,0,0,0,0.18518518518518517,1,0,1
27,1,0,0,0,12,0,0,0,1,0.14814814814814814,1,0,1
24,1,0,0,0,11,0,0,0,0,0.16666666666666666,1,0,1
28,1,0,0,0,14,0,0,0,0,0.14285714285714285,1,0,1
34,1,0,0,0,10,0,0,0,0,0.14705882352941177,1,0,1
27,1,0,0,0,19,1,0,0,0,0.18518518518518517,1,0,1
32,1,0,0,0,11,0,0,0,0,0.15625,1,0,1
32,1,0,0,0,18,1,0,0,0,0.15625,2,1,1
33,1,0,0,0,20,1,0,1,0,0.15151515151515152,1,0,1
31,1,0,0,0,16,1,0,1,0,0.16129032258064516,2,1,1
26,1,0,0,0,18,1,0,1,0,0.23076923076923078,1,0,1
27,1,0,0,0,19,1,0,1,0,0.18518518518518517,0,0,1
25,1,0,0,0,17,1,0,1,0,0.2,0,0,1
31,1,0,0,0,16,1,0,1,0,0.16129032258064516,0,0,1
30,1,0,0,0,17,1,0,1,0,0.16666666666666666,2,0,1
31,1,0,0,0,16,1,0,1,0,0.16129032258064516,0,0,1
32,1,0,0,0,18,1,0,0,0,0.15625,3,0,1
29,4,0,0,1,12,0,0,0,0,0.13793103448275862,1,0,1
32,3,0,0,1,13,0,0,0,0,0.15625,1,0,1
35,3,0,0,1,14,0,0,0,0,0.14285714285714285,1,0,1
35,3,0,0,1,13,0,0,0,0,0.14285714285714285,1,0,1
28,3,0,0,1,12,0,0,0,0,0.17857142857142858,0,0,1
34,3,0,0,1,12,0,0,0,0,0.14705882352941177,1,0,1
36,3,0,0,1,12,0,0,0,0,0.1388888888888889,1,0,1
39,3,0,0,1,14,0,0,0,0,0.1282051282051282,1,0,1
35,3,0,0,1,12,0,0,0,0,0.14285714285714285,0,0,1
32,3,0,0,1,14,0,0,0,0,0.15625,1,0,1
81,5,0,0,0,64,1,3,0,0,0.08641975308641975,4,0,1
76,6,0,0,0,57,1,4,0,0,0.06578947368421052,3,0,1
70,5,0,0,0,55,1,4,0,0,0.07142857142857142,1,0,1
63,4,0,0,0,49,1,3,0,0,0.07936507936507936,3,0,1
66,5,0,0,0,53,1,4,0,0,0.07575757575757576,2,0,1
64,4,0,0,0,40,1,3,1,0,0.09375,3,0,1
66,5,0,0,0,53,1,4,1,0,0.07575757575757576,2,0,1
70,5,0,0,0,57,1,4,1,0,0.07142857142857142,1,0,1
60,4,0,0,0,46,1,3,1,0,0.1,3,0,1
58,4,0,0,0,45,1,3,1,0,0.08620689655172414,1,0,1
46,1,0,0,0,23,1,0,0,0,0.15217391304347827,3,1,1
48,1,0,0,0,33,1,0,0,1,0.125,1,0,1
42,1,0,0,0,26,1,0,0,0,0.14285714285714285,1,0,1
38,1,0,0,0,25,1,0,0,0,0.15789473684210525,2,0,1
47,1,0,0,0,33,1,0,0,0,0.1276595744680851,2,0,1
43,1,0,0,0,28,1,0,0,0,0.16279069767441862,1,0,1
40,1,0,0,0,26,1,0,0,0,0.15,2,0,1
43,1,0,0,0,31,1,0,0,0,0.16279069767441862,3,0,1
40,1,0,0,0,26,1,0,0,1,0.15,1,0,1
48,1,0,0,0,34,1,0,0,0,0.125,1,0,1
34,1,0,0,0,14,0,0,0,0,0.14705882352941177,2,0,1
35,1,0,0,0,13,0,0,0,0,0.14285714285714285,2,0,1
38,1,0,0,0,16,0,0,0,0,0.13157894736842105,1,0,1
36,1,0,0,0,12,0,0,1,0,0.1388888888888889,0,0,1
37,1,0,0,0,15,0,0,1,0,0.13513513513513514,2,0,1
36,1,0,0,0,16,0,0,1,0,0.1388888888888889,2,0,1
35,1,0,0,0,13,0,0,1,0,0.14285714285714285,1,0,1
35,1,0,0,0,13,0,0,1,0,0.14285714285714285,1,0,1
37,1,0,0,0,14,0,0,0,0,0.13513513513513514,0,0,1
33,1,0,0,0,13,0,0,1,0,0.15151515151515152,2,0,1
41,1,0,0,0,18,0,0,0,0,0.14634146341463414,1,0,1
39,1,0,0,0,18,1,0,0,0,0.1794871794871795,0,0,1
44,1,0,0,0,20,1,0,0,0,0.18181818181818182,1,0,1
41,1,0,0,0,17,1,0,0,0,0.17073170731707318,1,0,1
37,1,0,0,0,14,1,0,0,0,0.1891891891891892,1,0,1
44,1,0,0,0,22,1,0,0,0,0.1590909090909091,1,0,1
40,1,0,0,0,18,1,0,0,0,0.175,1,0,1
41,1,0,0,0,22,1,0,0,0,0.17073170731707318,1,0,1
48,1,0,0,0,23,1,0,0,0,0.14583333333333334,2,0,1
41,1,0,0,0,19,1,0,0,0,0.17073170731707318,1,0,1
30,1,0,0,0,17,1,0,0,0,0.23333333333333334,1,0,1
30,1,0,0,0,16,1,0,0,0,0.23333333333333334,1,0,1
31,1,0,0,0,16,1,0,0,0,0.22580645161290322,1,0,1
31,1,0,0,0,18,1,0,0,0,0.22580645161290322,1,0,1
33,1,0,0,0,19,1,0,0,0,0.21212121212121213,1,0,1
31,1,0,0,0,16,1,0,0,0,0.22580645161290322,1,0,1
30,1,0,0,0,16,1,0,0,0,0.23333333333333334,1,0,1
28,1,0,0,0,16,1,0,0,0,0.25,0,0,1
33,1,0,0,0,20,1,0,0,0,0.21212121212121213,1,0,1
33,1,0,0,0,19,1,0,0,0,0.21212121212121213,1,0,1
44,1,0,0,0,25,1,0,0,0,0.1590909090909091,2,0,1
40,1,0,0,0,26,1,0,0,0,0.175,2,0,1
42,1,0,0,0,29,1,0,0,0,0.14285714285714285,3,0,1
40,1,0,0,0,25,1,0,0,0,0.15,3,0,1
37,1,0,0,0,23,1,0,0,0,0.13513513513513514,1,0,1
33,1,0,0,0,20,1,0,0,0,0.18181818181818182,1,0,1
36,1,0,0,0,22,1,0,0,0,0.16666666666666666,3,0,1
38,1,0,0,0,24,1,0,0,0,0.15789473684210525,1,0,1
40,1,0,0,0,25,1,0,0,0,0.15,1,0,1
39,1,0,0,0,25,1,0,0,0,0.15384615384615385,2,0,1
44,1,0,0,0,31,1,0,0,0,0.13636363636363635,0,0,1
39,1,0,0,0,24,1,0,0,0,0.15384615384615385,0,0,1
38,1,0,0,0,24,1,0,0,0,0.15789473684210525,1,0,1
36,1,0,0,0,23,1,0,0,0,0.16666666666666666,0,0,1
41,1,0,0,0,26,1,0,0,0,0.14634146341463414,0,1,1
47,1,0,0,0,33,1,0,0,0,0.1276595744680851,1,0,1
41,1,0,0,0,25,1,0,0,0,0.12195121951219512,0,0,1
40,1,0,0,0,26,1,0,0,0,0.15,1,0,1
46,1,0,0,0,32,1,0,0,0,0.13043478260869565,1,0,1
42,1,0,0,0,27,1,0,0,0,0.14285714285714285,0,0,1
31,1,0,0,0,18,1,0,0,0,0.1935483870967742,0,0,1
36,1,0,0,0,23,1,0,0,0,0.1388888888888889,0,0,1
40,1,0,0,0,26,1,0,0,0,0.15,1,0,1
34,1,0,0,0,21,1,0,0,0,0.17647058823529413,0,0,1
33,1,0,0,0,20,1,0,0,0,0.18181818181818182,0,0,1
41,1,0,0,0,24,1,0,0,0,0.14634146341463414,0,0,1
41,1,0,0,0,27,1,0,0,0,0.14634146341463414,1,0,1
42,1,0,0,0,29,1,0,0,0,0.14285714285714285,0,0,1
34,1,0,0,0,21,1,0,0,0,0.17647058823529413,0,0,1
35,1,0,0,0,20,1,0,0,0,0.14285714285714285,0,0,1
45,1,0,0,0,32,1,0,0,0,0.13333333333333333,0,0,1
40,1,0,0,0,27,1,0,0,0,0.15,0,0,1
35,1,0,0,0,22,1,0,0,0,0.17142857142857143,0,0,1
36,1,0,0,0,23,1,0,0,0,0.1388888888888889,0,0,1
39,1,0,0,0,23,1,0,0,0,0.1282051282051282,0,0,1
38,1,0,0,0,24,1,0,0,1,0.15789473684210525,1,0,1
41,1,0,0,0,28,1,0,0,0,0.14634146341463414,0,0,1
39,1,0,0,0,25,1,0,0,0,0.1282051282051282,1,0,1
34,1,0,0,0,21,1,0,0,0,0.14705882352941177,0,0,1
35,1,0,0,0,21,1,0,0,0,0.17142857142857143,1,0,1
36,1,0,0,0,22,1,0,0,0,0.16666666666666666,2,0,1
47,1,0,0,0,34,1,0,0,0,0.14893617021276595,1,0,1
43,1,0,0,0,28,1,0,0,0,0.13953488372093023,2,0,1
43,1,0,0,0,29,1,0,0,0,0.13953488372093023,1,0,1
39,1,0,0,0,25,1,0,0,0,0.15384615384615385,1,0,1
41,1,0,0,0,26,1,0,0,0,0.14634146341463414,1,0,1
39,1,0,0,0,25,1,0,0,1,0.15384615384615385,1,0,1
44,1,0,0,0,29,1,0,0,0,0.13636363636363635,1,0,1
41,1,0,0,0,27,1,0,0,0,0.14634146341463414,2,0,1
45,1,0,0,0,30,1,0,0,0,0.13333333333333333,1,0,1
32,1,0,0,0,10,0,0,0,0,0.15625,2,0,1
31,1,0,0,0,17,1,0,0,0,0.16129032258064516,1,0,1
32,1,0,0,0,17,1,0,0,0,0.15625,1,0,1
32,1,0,0,0,19,1,0,0,0,0.15625,2,0,1
34,1,0,0,0,19,1,0,0,1,0.14705882352941177,1,0,1
36,1,0,0,0,22,1,0,0,0,0.1388888888888889,1,0,1
32,1,0,0,0,19,1,0,0,1,0.15625,2,0,1
35,1,0,0,0,20,1,0,0,0,0.14285714285714285,2,0,1
33,1,0,0,0,19,1,0,0,0,0.18181818181818182,2,0,1
35,1,0,0,0,21,1,0,0,0,0.14285714285714285,1,0,1
46,3,0,0,0,32,1,2,0,0,0.10869565217391304,2,0,1
50,3,0,0,0,35,1,2,0,0,0.1,1,0,1
41,3,0,0,0,28,1,2,0,0,0.12195121951219512,2,0,1
48,3,0,0,0,34,1,2,0,0,0.10416666666666667,1,0,1
45,4,0,0,0,32,1,3,0,0,0.1111111111111111,2,0,1
51,4,0,0,0,36,1,3,1,0,0.09803921568627451,1,0,1
47,3,0,0,0,32,1,2,1,0,0.10638297872340426,3,0,1
44,3,0,0,0,31,1,2,1,0,0.11363636363636363,1,0,1
47,3,0,0,0,33,1,2,1,0,0.10638297872340426,4,0,1
55,4,0,0,0,40,1,3,1,0,0.09090909090909091,0,0,1
40,1,0,0,0,26,1,0,0,1,0.15,2,0,1
39,1,0,0,0,25,1,0,0,0,0.15384615384615385,1,0,1
52,1,0,0,0,37,1,0,0,0,0.11538461538461539,1,0,1
45,1,0,0,0,32,1,0,0,0,0.13333333333333333,1,0,1
41,1,0,0,0,26,1,0,0,0,0.14634146341463414,1,0,1
49,1,0,0,0,34,1,0,0,0,0.12244897959183673,0,0,1
40,1,0,0,0,26,1,0,0,0,0.15,2,0,1
44,1,0,0,0,30,1,0,0,0,0.13636363636363635,0,0,1
40,1,0,0,0,26,1,0,0,0,0.15,1,0,1
43,1,0,0,0,29,1,0,0,1,0.13953488372093023,2,0,1
31,1,0,0,0,17,1,0,0,0,0.16129032258064516,2,0,1
33,1,0,0,0,19,1,0,0,0,0.15151515151515152,2,1,1
31,1,0,0,0,16,1,0,0,0,0.16129032258064516,0,1,1
32,1,0,0,0,18,1,0,0,0,0.15625,1,0,1
36,1,0,0,0,22,1,0,0,0,0.1388888888888889,0,0,1
35,1,0,0,0,22,1,0,0,0,0.14285714285714285,2,0,1
36,1,0,0,0,22,1,0,0,0,0.1388888888888889,1,0,1
33,1,0,0,0,20,1,0,0,0,0.15151515151515152,2,0,1
37,1,0,0,0,22,1,0,0,0,0.13513513513513514,2,0,1
33,1,0,0,0,20,1,0,0,0,0.15151515151515152,1,0,1
68,6,0,0,0,52,1,5,0,0,0.07352941176470588,4,0,1
70,6,0,0,0,56,1,5,0,0,0.07142857142857142,2,0,1
67,7,0,0,0,55,1,6,0,0,0.07462686567164178,4,0,1
72,6,0,0,0,59,1,5,0,0,0.06944444444444445,1,0,1
66,6,0,0,0,51,1,5,0,0,0.07575757575757576,1,0,1
72,6,0,0,0,58,1,5,1,0,0.06944444444444445,2,0,1
74,6,0,0,0,57,1,5,1,0,0.06756756756756757,4,0,1
66,6,0,0,0,54,1,5,1,0,0.07575757575757576,1,0,1
69,6,0,0,0,56,1,5,1,0,0.07246376811594203,3,0,1
70,6,0,0,0,55,1,5,1,0,0.07142857142857142,2,0,1
36,1,0,0,0,23,1,0,0,0,0.16666666666666666,1,0,1
37,1,0,0,0,23,1,0,0,0,0.13513513513513514,1,0,1
38,1,0,0,0,24,1,0,0,0,0.15789473684210525,1,0,1
40,1,0,0,0,25,1,0,0,0,0.15,1,0,1
40,1,0,0,0,25,1,0,0,0,0.15,1,0,1
40,1,0,0,0,25,1,0,0,0,0.15,0,0,1
39,1,0,0,0,25,1,0,0,0,0.15384615384615385,2,0,1
35,1,0,0,0,21,1,0,0,0,0.17142857142857143,2,0,1
39,1,0,0,0,24,1,0,0,0,0.15384615384615385,0,0,1
40,1,0,0,0,26,1,0,0,0,0.15,2,0,1
34,2,0,0,0,16,1,0,0,0,0.14705882352941177,3,0,1
36,2,0,0,0,19,1,0,0,0,0.1388888888888889,2,0,1
36,2,0,0,0,18,1,0,0,0,0.1388888888888889,2,0,1
36,2,0,0,0,18,1,0,0,1,0.1388888888888889,0,0,1
37,2,0,0,0,18,1,0,0,0,0.13513513513513514,0,0,1
39,2,0,0,0,20,1,0,0,0,0.1282051282051282,2,0,1
36,2,0,0,0,18,1,0,0,0,0.1388888888888889,2,0,1
40,2,0,0,0,18,1,0,0,0,0.125,2,0,1
35,2,0,0,0,18,1,0,0,0,0.14285714285714285,0,0,1
34,2,0,0,0,16,1,0,0,0,0.14705882352941177,3,0,1
46,3,0,0,0,18,1,0,0,0,0.13043478260869565,1,0,1
42,2,0,0,0,15,1,0,0,0,0.14285714285714285,1,0,1
43,2,0,0,0,17,1,0,0,0,0.13953488372093023,1,0,1
49,3,0,0,0,17,1,0,0,0,0.12244897959183673,1,0,1
47,3,0,0,0,13,1,0,0,0,0.1276595744680851,1,0,1
41,3,0,0,0,14,1,0,0,0,0.14634146341463414,1,0,1
44,2,0,0,0,17,1,0,0,0,0.13636363636363635,1,0,1
48,3,0,0,0,16,1,0,0,0,0.125,1,0,1
47,2,0,0,0,20,1,0,0,0,0.1276595744680851,1,0,1
42,2,0,0,0,16,1,0,0,0,0.14285714285714285,1,0,1
33,1,0,0,0,20,1,0,0,0,0.18181818181818182,1,1,1
37,1,0,0,0,23,1,0,0,0,0.16216216216216217,2,0,1
38,1,0,0,0,23,1,0,0,0,0.15789473684210525,1,1,1
38,1,0,0,0,24,1,0,0,0,0.18421052631578946,2,0,1
39,1,0,0,0,24,1,0,0,0,0.15384615384615385,2,0,1
38,1,0,0,0,24,1,0,0,0,0.15789473684210525,0,0,1
40,1,0,0,0,26,1,0,0,0,0.15,1,0,1
35,1,0,0,0,22,1,0,0,0,0.17142857142857143,2,0,1
38,1,0,0,0,23,1,0,0,0,0.15789473684210525,2,0,1
40,1,0,0,0,25,1,0,0,0,0.15,1,0,1
34,2,0,0,0,20,1,1,0,0,0.20588235294117646,1,0,1
34,2,0,0,0,21,1,1,0,0,0.20588235294117646,1,0,1
34,2,0,0,0,19,1,1,0,0,0.20588235294117646,1,0,1
32,1,0,0,0,19,1,0,0,0,0.21875,1,0,1
31,1,0,0,0,16,1,0,0,0,0.22580645161290322,1,0,1
34,1,0,0,0,20,1,0,0,0,0.20588235294117646,1,0,1
33,1,0,0,0,18,1,0,0,0,0.21212121212121213,0,0,1
34,1,0,0,0,19,1,0,0,0,0.20588235294117646,1,0,1
32,1,0,0,0,18,1,0,0,0,0.21875,1,0,1
32,1,0,0,0,19,1,0,0,0,0.21875,1,0,1
65,2,0,0,0,18,1,0,0,0,0.13846153846153847,2,0,1
66,2,0,0,0,19,1,0,0,0,0.13636363636363635,1,0,1
63,2,0,0,0,13,1,0,0,0,0.14285714285714285,1,0,1
61,2,0,0,0,15,1,0,0,0,0.14754098360655737,1,0,1
62,2,0,0,0,12,1,0,0,0,0.14516129032258066,1,0,1
63,2,0,0,0,14,1,0,0,0,0.14285714285714285,1,0,1
64,2,0,0,0,14,1,0,0,1,0.140625,1,0,1
64,2,0,0,0,22,1,0,0,0,0.140625,2,0,1
68,2,0,0,0,18,1,0,0,0,0.1323529411764706,1,0,1
59,2,0,0,0,14,1,0,0,0,0.15254237288135594,3,0,1
48,1,0,0,0,28,1,0,0,0,0.14583333333333334,0,0,1
48,1,0,0,0,23,1,0,0,0,0.14583333333333334,1,0,1
46,1,0,0,0,21,1,0,0,0,0.15217391304347827,0,0,1
53,1,0,0,0,26,1,0,0,0,0.1320754716981132,0,0,1
46,1,0,0,0,21,1,0,0,0,0.15217391304347827,1,0,1
49,1,0,0,0,25,1,0,0,0,0.14285714285714285,0,0,1
45,1,0,0,0,24,1,0,0,0,0.15555555555555556,0,0,1
50,1,0,0,0,26,1,0,0,0,0.14,0,0,1
49,1,0,0,0,26,1,0,0,0,0.14285714285714285,1,0,1
50,1,0,0,0,24,1,0,0,0,0.14,0,0,1
46,1,0,0,0,33,1,0,0,0,0.13043478260869565,0,0,1
41,1,0,0,0,25,1,0,0,0,0.14634146341463414,0,0,1
40,1,0,0,0,25,1,0,0,0,0.15,0,0,1
41,1,0,0,0,27,1,0,0,0,0.14634146341463414,0,0,1
42,1,0,0,0,27,1,0,0,0,0.14285714285714285,0,0,1
45,1,0,0,0,31,1,0,0,0,0.13333333333333333,1,0,1
46,1,0,0,0,33,1,0,0,0,0.13043478260869565,0,0,1
40,1,0,0,0,25,1,0,0,0,0.15,0,0,1
46,1,0,0,0,32,1,0,0,0,0.13043478260869565,0,0,1
48,1,0,0,0,34,1,0,0,0,0.125,1,0,1
44,1,0,0,0,32,1,0,0,0,0.13636363636363635,0,0,1
40,1,0,0,0,26,1,0,0,0,0.175,1,0,1
43,1,0,0,0,28,1,0,0,0,0.13953488372093023,1,0,1
44,1,0,0,0,32,1,0,0,0,0.13636363636363635,0,0,1
44,1,0,0,0,30,1,0,0,0,0.13636363636363635,1,0,1
46,1,0,0,0,33,1,0,0,0,0.15217391304347827,1,0,1
39,1,0,0,0,24,1,0,0,0,0.15384615384615385,1,0,1
39,1,0,0,0,26,1,0,0,0,0.15384615384615385,0,0,1
47,1,0,0,0,33,1,0,0,0,0.1276595744680851,1,0,1
