has_ip,has_https,suspicious_tld,domain_length,subdomain_count,excessive_subdomains,ultra_excessive_subdomains,has_hyphen_in_domain,multiple_hyphens,high_digit_ratio,high_domain_entropy,url_length,extremely_long_url,suspicious_url_length,deep_path,long_query,path_length,query_length,keyword_count,has_phishing_keywords,multiple_phishing_keywords,has_brand_impersonation,has_suspicious_domain_pattern,is_shortener,has_at_symbol,has_double_slash,special_char_density,high_special_char_density,homograph_risk,potential_typosquatting,risk_factor_count,multiple_critical_risks,ultra_high_risk,is_phishing
0,1,0,5,0,0,0,0,0,0,0,68,0,0,0,0,1,27,0,0,0,0,0,0,1,0,0.029411764705882353,0,0,0,0,0,0,1
0,1,0,4,0,0,0,0,0,0,0,65,0,0,0,0,1,22,0,0,0,0,0,0,1,0,0.03076923076923077,0,0,0,0,0,0,1
0,1,0,5,0,0,0,0,0,0,0,58,0,0,0,0,1,19,0,0,0,0,0,0,1,0,0.034482758620689655,0,0,0,0,0,0,1
0,1,0,4,0,0,0,0,0,0,0,86,0,1,0,0,0,27,0,0,0,0,0,0,1,0,0.03488372093023256,0,0,0,0,0,0,1
0,1,0,22,0,0,0,1,1,0,1,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05714285714285714,0,0,0,0,0,0,1
0,1,1,16,1,0,0,1,0,1,1,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.022222222222222223,0,0,1,1,0,0,1
0,1,0,16,0,0,0,1,1,0,1,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06896551724137931,0,0,0,0,0,0,1
0,1,0,16,0,0,0,1,1,0,1,45,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0.044444444444444446,0,0,0,0,0,0,1
0,0,1,9,1,0,0,0,0,1,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,1
0,1,1,8,0,0,0,1,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.047619047619047616,0,0,0,1,0,0,1
0,1,1,8,1,0,0,1,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.037037037037037035,0,0,0,1,0,0,1
0,1,0,8,0,0,0,1,0,0,0,42,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0.07142857142857142,0,0,0,0,0,0,1
0,1,0,7,2,0,0,0,0,0,0,49,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.08163265306122448,0,0,0,0,0,0,1
0,1,0,6,1,0,0,0,0,0,0,167,1,1,1,1,108,35,0,0,0,1,0,0,0,0,0.05389221556886228,0,0,0,1,0,0,1
0,0,0,11,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,0,6,1,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.037037037037037035,0,0,0,0,0,0,1
0,1,0,4,0,0,0,0,0,0,0,24,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,1
0,0,1,4,1,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,1
0,1,0,3,1,0,0,0,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,0,3,1,0,0,0,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,0,3,1,0,0,0,0,0,0,35,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,1,9,1,0,0,1,0,0,1,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.03225806451612903,0,0,0,1,0,0,1
0,1,1,14,1,0,0,1,0,0,1,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02702702702702703,0,0,0,1,0,0,1
0,0,0,6,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,1
0,1,0,7,1,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14583333333333334,1,0,0,0,0,0,1
0,1,0,7,1,0,0,0,0,0,0,30,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,0,7,1,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,0,0,1
0,1,0,7,0,0,0,0,0,0,0,52,0,0,0,0,34,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,0,19,0,0,0,1,0,0,1,239,1,1,0,1,1,206,0,0,0,0,0,0,0,0,0.016736401673640166,0,0,0,0,0,0,1
0,1,0,20,0,0,0,0,0,0,1,31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,0,9,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,1,0,0,1
0,1,0,6,1,0,0,0,0,0,0,57,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0.03508771929824561,0,0,0,1,0,0,1
0,1,0,6,1,0,0,0,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,1
0,1,0,6,1,0,0,0,0,0,0,32,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,0,0,9,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,1
0,1,0,6,1,0,0,0,0,0,0,55,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0.03636363636363636,0,0,0,0,0,0,1
0,1,0,7,1,0,0,0,0,0,0,43,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.046511627906976744,0,0,0,0,0,0,1
0,1,0,10,1,0,0,0,0,0,0,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,1
0,1,0,6,1,0,0,0,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,0,6,1,0,0,0,0,0,0,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,0,10,1,0,0,0,0,0,0,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.029411764705882353,0,0,0,0,0,0,1
0,1,0,8,1,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,1
0,1,0,10,1,0,0,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,1,5,0,0,0,0,0,0,0,25,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,1
0,1,0,7,2,0,0,0,0,0,0,43,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,1
0,0,1,10,1,0,0,1,0,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02631578947368421,0,0,0,1,0,0,1
0,1,1,8,1,0,0,1,0,0,0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.034482758620689655,0,0,0,1,0,0,1
0,1,0,6,1,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,0,6,1,0,0,0,0,0,0,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05263157894736842,0,0,0,0,0,0,1
0,1,0,6,1,0,0,0,0,0,0,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07692307692307693,0,0,0,0,0,0,1
0,1,1,6,1,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06521739130434782,0,0,0,1,0,0,1
0,1,0,18,0,0,0,1,0,0,1,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.03225806451612903,0,0,0,0,0,0,1
0,1,0,16,0,0,0,1,0,0,1,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.034482758620689655,0,0,0,0,0,0,1
0,1,0,5,1,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,0,15,0,0,0,1,1,0,1,32,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.0625,0,0,1,0,0,0,1
0,1,0,2,2,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,1,18,0,0,0,1,0,0,1,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.03225806451612903,0,0,0,1,0,0,1
0,1,0,6,0,0,0,0,0,0,0,37,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,1,7,2,0,0,0,0,0,0,35,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0.0,0,0,0,1,0,0,1
0,1,0,16,1,0,0,0,0,0,0,172,1,1,0,0,102,0,1,1,0,0,1,0,0,0,0.029069767441860465,0,0,0,1,0,0,1
0,1,0,7,0,0,0,0,0,0,0,53,0,0,0,0,9,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,0,0,1
0,1,0,7,0,0,0,0,0,0,0,26,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,1
0,0,1,10,1,0,0,1,0,0,0,44,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.022727272727272728,0,0,0,1,0,0,1
0,0,0,10,1,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,0,12,0,0,0,1,0,0,0,232,1,1,0,1,1,206,1,1,0,0,1,0,0,0,0.021551724137931036,0,0,0,1,0,0,1
0,1,0,6,0,0,0,0,0,1,0,27,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,0,1,10,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,1
0,1,0,7,1,0,0,0,0,0,0,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05555555555555555,0,0,0,0,0,0,1
0,1,0,11,0,0,0,0,0,0,0,35,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,1,7,0,0,0,0,0,0,0,22,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0.0,0,0,0,2,1,0,1
0,1,0,5,1,0,0,0,0,0,0,44,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0.022727272727272728,0,0,0,0,0,0,1
0,1,0,12,1,0,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,0,10,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,0,9,0,0,0,0,0,0,0,27,0,0,0,0,6,0,2,1,1,0,0,0,0,0,0.0,0,0,0,1,0,0,1
0,1,0,9,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,0,0,8,1,0,0,0,0,0,0,51,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0.0392156862745098,0,0,0,0,0,0,1
0,1,0,7,1,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,1,6,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,1
0,1,0,7,1,0,0,0,0,0,0,35,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.02857142857142857,0,0,0,0,0,0,1
0,1,0,6,1,0,0,0,0,0,0,71,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,1,9,1,0,0,0,0,0,1,39,0,0,0,0,14,0,1,1,0,0,0,0,0,0,0.0,0,0,0,1,0,0,1
0,1,0,8,0,0,0,1,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.047619047619047616,0,0,0,0,0,0,1
0,1,0,3,1,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,0,11,1,0,0,0,0,0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,0,3,1,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,0,3,1,0,0,0,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,1
0,1,0,6,1,0,0,0,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,0,5,1,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,0,7,1,0,0,0,0,0,0,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05405405405405406,0,0,0,0,0,0,1
0,1,0,7,1,0,0,0,0,0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.06060606060606061,0,0,0,0,0,0,1
0,1,1,13,0,0,0,1,1,0,1,36,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.05555555555555555,0,0,0,1,0,0,1
0,1,0,11,0,0,0,1,0,0,1,32,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,1
0,1,0,10,0,0,0,0,0,0,1,101,1,1,0,1,39,40,0,0,0,0,0,0,0,0,0.09900990099009901,0,0,0,0,0,0,1
0,1,0,9,0,0,0,1,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.045454545454545456,0,0,0,0,0,0,1
0,1,0,5,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,0,2,2,0,0,0,0,0,0,78,0,1,1,0,32,19,2,1,1,0,0,0,1,0,0.02564102564102564,0,0,0,1,0,0,1
0,1,0,13,0,0,0,0,0,0,1,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,0,10,0,0,0,0,0,0,0,37,0,0,0,0,15,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,1,1,20,1,0,0,1,1,0,1,37,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.05405405405405406,0,0,0,1,0,0,1
0,1,0,10,0,0,0,0,0,1,1,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,0,0,7,0,0,0,0,0,0,0,28,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,0,0,8,0,0,0,0,0,1,0,25,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,0,0,6,0,0,0,0,0,0,0,32,0,0,0,0,15,0,2,1,1,0,0,0,0,0,0.0,0,0,0,1,0,0,1
0,0,0,5,0,0,0,0,0,1,0,27,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,0,0,8,0,0,0,0,0,0,0,27,0,0,0,0,8,0,1,1,0,0,0,1,0,0,0.0,0,0,0,1,0,0,1
0,0,0,7,0,0,0,0,0,0,0,24,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1
0,0,0,10,0,0,0,0,0,0,0,28,0,0,0,0,7,0,1,1,0,1,0,0,0,0,0.0,0,0,0,1,0,0,1
0,0,0,6,0,0,0,0,0,0,0,34,0,0,0,0,17,0,2,1,1,0,0,0,0,0,0.0,0,0,0,1,0,0,1
0,0,0,15,0,0,0,1,0,0,1,27,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0.037037037037037035,0,0,0,1,0,0,1
0,0,0,7,0,0,0,0,0,0,0,32,0,0,0,0,14,0,1,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,1
0,0,1,14,0,0,0,1,0,0,1,32,0,0,0,0,7,0,2,1,1,1,1,0,0,0,0.03125,0,0,0,4,1,1,1
0,0,1,17,0,0,0,1,0,0,1,33,0,0,0,0,6,0,2,1,1,1,1,0,0,0,0.030303030303030304,0,0,0,4,1,1,1
0,0,1,13,0,0,0,1,0,0,1,31,0,0,0,0,8,0,3,1,1,1,0,0,0,0,0.03225806451612903,0,0,0,3,1,1,1
0,0,1,15,0,0,0,1,1,0,1,26,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0.07692307692307693,0,0,0,2,1,0,1
0,0,1,16,0,0,0,1,0,0,1,27,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0.037037037037037035,0,0,0,3,1,1,1
0,0,1,14,0,0,0,1,0,0,1,25,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0.04,0,0,0,3,1,1,1
0,0,1,13,0,0,0,1,0,0,1,31,0,0,0,0,8,0,2,1,1,0,0,0,0,0,0.03225806451612903,0,0,0,2,1,0,1
0,0,1,14,0,0,0,1,0,0,1,30,0,0,0,0,6,0,3,1,1,1,0,0,0,0,0.03333333333333333,0,0,0,3,1,1,1
0,0,1,13,0,0,0,1,0,0,1,31,0,0,0,0,8,0,1,1,0,1,0,0,0,0,0.03225806451612903,0,0,0,2,1,0,1
0,0,1,14,0,0,0,1,0,0,1,32,0,0,0,0,7,0,3,1,1,0,1,0,0,0,0.03125,0,0,0,3,1,1,1
1,0,0,12,0,0,0,0,0,1,1,29,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0.0,0,0,0,1,0,0,1
1,0,0,13,0,0,0,0,0,1,0,32,0,0,0,0,12,0,1,1,0,0,0,0,0,0,0.0,0,0,0,1,0,0,1
1,0,0,14,0,0,0,0,0,1,0,35,0,0,0,0,14,0,2,1,1,0,0,0,0,0,0.0,0,0,0,2,1,0,1
1,0,0,13,0,0,0,0,0,1,1,35,0,0,0,0,15,0,1,1,0,0,0,0,0,0,0.0,0,0,0,1,0,0,1
1,0,0,12,0,0,0,0,0,1,0,28,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,1
1,0,0,12,0,0,0,0,0,1,1,34,0,0,0,0,15,0,1,1,0,0,0,0,0,0,0.0,0,0,0,1,0,0,1
1,0,0,12,0,0,0,0,0,1,0,36,0,0,0,0,17,0,1,1,0,0,0,0,0,0,0.0,0,0,0,1,0,0,1
1,0,0,14,0,0,0,0,0,1,0,39,0,0,0,0,18,0,1,1,0,0,0,0,0,0,0.0,0,0,0,1,0,0,1
1,0,0,12,0,0,0,0,0,1,1,35,0,0,0,0,16,0,1,1,0,0,0,0,0,0,0.0,0,0,0,1,0,0,1
1,0,0,14,0,0,0,0,0,1,0,32,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0.0,0,0,0,1,0,0,1
0,0,0,14,3,1,0,0,0,0,1,81,0,1,0,0,10,0,5,1,1,0,0,0,0,0,0.037037037037037035,0,0,0,2,1,0,1
0,0,0,15,4,1,0,0,0,0,1,76,0,1,0,0,12,0,5,1,1,0,0,0,0,0,0.013157894736842105,0,0,0,2,1,0,1
0,0,0,12,4,1,0,0,0,0,0,70,0,0,0,0,8,0,3,1,1,0,0,0,0,0,0.014285714285714285,0,0,0,2,1,0,1
0,0,0,11,3,1,0,0,0,0,1,63,0,0,0,0,7,0,5,1,1,0,0,0,0,0,0.015873015873015872,0,0,0,2,1,0,1
0,0,1,17,4,1,0,1,0,0,1,66,0,0,0,0,6,0,3,1,1,0,0,0,0,0,0.015151515151515152,0,0,0,3,1,1,1
0,0,1,13,3,1,0,0,0,0,0,64,0,0,0,0,17,0,4,1,1,0,0,0,0,0,0.03125,0,0,0,3,1,1,1
0,0,1,14,4,1,0,0,0,0,0,66,0,0,0,0,6,0,4,1,1,0,0,0,0,0,0.015151515151515152,0,0,0,3,1,1,1
0,0,1,10,4,1,0,0,0,0,1,70,0,0,0,0,6,0,4,1,1,0,0,0,0,0,0.014285714285714285,0,0,0,3,1,1,1
0,0,1,16,3,1,0,1,0,0,1,60,0,0,0,0,7,0,4,1,1,0,0,0,0,0,0.03333333333333333,0,0,0,3,1,1,1
0,0,1,14,3,1,0,1,0,0,1,58,0,0,0,0,6,0,3,1,1,0,1,0,0,0,0.017241379310344827,0,0,0,4,1,1,1
0,0,0,19,0,0,0,1,1,0,1,46,0,0,0,0,16,0,5,1,1,1,0,0,0,0,0.06521739130434782,0,0,0,2,1,0,1
0,0,0,29,0,0,0,1,1,0,1,48,0,0,0,0,8,0,4,1,1,0,1,1,0,0,0.041666666666666664,0,0,0,3,1,1,1
0,0,0,22,0,0,0,1,1,0,1,42,0,0,0,0,9,0,1,1,0,0,1,0,0,0,0.047619047619047616,0,0,0,1,0,0,1
0,0,0,21,0,0,0,1,1,0,1,38,0,0,0,0,6,0,4,1,1,1,1,0,0,0,0.05263157894736842,0,0,0,3,1,1,1
0,0,0,29,0,0,0,1,1,0,1,47,0,0,0,0,7,0,4,1,1,0,1,0,0,0,0.0425531914893617,0,0,0,2,1,0,1
0,0,0,24,0,0,0,1,1,0,1,43,0,0,0,0,8,0,2,1,1,0,0,0,0,0,0.06976744186046512,0,0,0,1,0,0,1
0,0,0,22,0,0,0,1,1,0,1,40,0,0,0,0,7,0,4,1,1,0,1,0,0,0,0.05,0,0,0,2,1,0,1
0,0,0,27,0,0,0,1,1,0,1,43,0,0,0,0,5,0,4,1,1,0,1,0,0,0,0.06976744186046512,0,0,0,2,1,0,1
0,0,0,22,0,0,0,1,1,0,1,40,0,0,0,0,7,0,4,1,1,1,1,1,0,0,0.05,0,0,0,4,1,1,1
0,0,0,30,0,0,0,1,1,0,1,48,0,0,0,0,7,0,3,1,1,0,1,0,0,0,0.041666666666666664,0,0,0,2,1,0,1
0,0,0,10,0,0,0,0,0,1,1,34,0,0,0,0,13,0,2,1,1,0,0,0,0,0,0.0,0,0,0,1,0,0,1
